SKU,Description,Name,Price,Short Description,Image
OA9235,"Aluminum Half Round - 1/4"" Outer Diameter

</li><li>1/4"" OD
</li><li>6 Foot Cut Length
</li><li>Mill Finish, Per MIL-A-8625F
</li><li>6061 Ultra-Corrosive Resistant Architectural Grade Alloy, T6 Temper","Half Round Bar : 1/4"" OD",1.44,"</li><li>1/4"" OD
</li><li>6 Foot Cut Length
</li><li>Mill Finish
</li><li>6061-T6",/9/2/9235_1_5.jpg
OA9236,"Aluminum Half Round - 3/8"" Outer Diameter

</li><li>3/8"" OD
</li><li>6 Foot Cut Length
</li><li>Mill Finish, Per MIL-A-8625F
</li><li>6061 Ultra-Corrosive Resistant Architectural Grade Alloy, T6 Temper","Half Round Bar : 3/8"" OD",3.17,"</li><li>3/8"" OD
</li><li>6 Foot Cut Length
</li><li>Mill Finish
</li><li>6061-T6",/9/2/9236_1_5.jpg
OA9237,"Aluminum Half Round - 1/2"" Outer Diameter

</li><li>1/2"" OD
</li><li>6 Foot Cut Length
</li><li>Mill Finish, Per MIL-A-8625F
</li><li>6061 Ultra-Corrosive Resistant Architectural Grade Alloy, T6 Temper","Half Round Bar : 1/2"" OD",5.66,"</li><li>1/2"" OD
</li><li>6 Foot Cut Length
</li><li>Mill Finish
</li><li>6061-T6",/9/2/9237_1_4.jpg
OA9238,"Aluminum Half Round - 5/8"" Outer Diameter

</li><li>5/8"" OD
</li><li>6 Foot Cut Length
</li><li>Mill Finish, Per MIL-A-8625F
</li><li>6061 Ultra-Corrosive Resistant Architectural Grade Alloy, T6 Temper","Half Round Bar : 5/8"" OD",8.88,"</li><li>5/8"" OD
</li><li>6 Foot Cut Length
</li><li>Mill Finish
</li><li>6061-T6",/9/2/9238_1_5.jpg
OA9240,"Aluminum Half Round - 1"" Outer Diameter

</li><li>1"" OD
</li><li>6 Foot Cut Length
</li><li>Mill Finish, Per MIL-A-8625F
</li><li>6061 Ultra-Corrosive Resistant Architectural Grade Alloy, T6 Temper","Half Round Bar : 1"" OD",22.66,"</li><li>1"" OD
</li><li>6 Foot Cut Length
</li><li>Mill Finish
</li><li>6061-T6",/9/2/9240_2.jpg
OA9149,"<ul><li>1/2"" OD, 1/8"" Wall ( 0.50"" OD x 0.125"" Wall)</li><li>6 Foot Cut Length</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)</li><li>6061 Multi Purpose Structural Grade Alloy, T6 Temper</li></ul>","Hollow Hexes: 1/2"" OD, 1/8"" Wall",9.36,"<ul><li>1/2"" OD, 1/8"" Wall ( 0.50"" OD x 0.125"" Wall)</li><li>6 Foot Cut Length</li><li>Mill Finish</li><li>6061-T6</li></ul>",/9/1/9149.jpg
OA9150,"<ul><li>5/8"" OD, 1/8"" Wall (0.625""OD x 0.125"" Wall)</li><li>6 Foot Cut Length</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)</li><li>6061 Multi Purpose Structural Grade Alloy, T6 Temper</li></ul>","Hollow Hexes: 5/8"" OD, 1/8"" Wall",12.43,"<ul><li>5/8"" OD, 1/8"" Wall (0.625""OD x 0.125"" Wall)</li><li>6 Foot Cut Length</li><li>Mill Finish</li><li>6061-T6</li></ul>",/9/1/9150.jpg
OA9151,"<ul><li>3/4"" OD, 1/8"" Wall (0.75"" OD x 0.125"" Wall)</li><li>6 Foot Cut Length</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)</li><li>6061 Multi Purpose Structural Grade Alloy, T6 Temper</li></ul>","Hollow Hexes: 3/4"" OD, 1/8"" Wall",15.6,"<ul><li>3/4"" OD, 1/8"" Wall (0.75"" OD x 0.125"" Wall)</li><li>6 Foot Cut Length</li><li>Mill Finish</li><li>6061-T6</li></ul>",/9/1/9151.jpg
OA9152,"<ul><li>1"" OD, 1/8"" Wall (1.00"" OD x 0.125"" Wall)</li><li>6 Foot Cut Length</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)</li><li>6061 Multi Purpose Structural Grade Alloy, T6 Temper</li></ul>","Hollow Hexes: 1"" OD, 1/8"" Wall",21.84,"<ul><li>1"" OD, 1/8"" Wall (1.00"" OD x 0.125"" Wall)</li><li>6 Foot Cut Length</li><li>Mill Finish</li><li>6061-T6</li></ul>",/9/1/9152.jpg
OA9153,"<ul><li>1-1/4"" OD, 1/8"" Wall (1.25"" OD x 0.125"" Wall)</li><li>6 Foot Cut Length</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)</li><li>6061 Multi Purpose Structural Grade Alloy, T6 Temper</li></ul>","Hollow Hexes: 1-1/4"" OD, 1/8"" Wall",28.08,"<ul><li>1-1/4"" OD, 1/8"" Wall (1.25"" OD x 0.125"" Wall)</li><li>6 Foot Cut Length</li><li>Mill Finish</li><li>6061-T6</li></ul>",/9/1/9153.jpg
OA9154,"<ul><li>1-1/2"" OD, 1/8"" Wall (1.50"" OD x 0.125"" Wall)</li><li>6 Foot Cut Length</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)</li><li>6061 Multi Purpose Structural Grade Alloy, T6 Temper</li></ul>","Hollow Hexes: 1-1/2"" OD, 1/8"" Wall",34.32,"<ul><li>1-1/2"" OD, 1/8"" Wall (1.50"" OD x 0.125"" Wall)</li><li>6 Foot Cut Length</li><li>Mill Finish</li><li>6061-T6</li></ul>",/9/1/9154.jpg
OA9155,"<ul><li>1"" OD, 1/4"" Wall (1.00"" OD x 0.125"" Wall)</li><li>6 Foot Cut Length</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)</li><li>6061 Multi Purpose Structural Grade Alloy, T6 Temper</li></ul>","Hollow Hexes: 1"" OD, 1/4"" Wall",37.39,"<ul><li>1"" OD, 1/4"" Wall (1.00"" OD x 0.125"" Wall)</li><li>6 Foot Cut Length</li><li>Mill Finish</li><li>6061-T6</li></ul>",/9/1/9155.jpg
OA9156,"<ul><li>1-1/2"" OD, 1/4"" Wall (1.50"" OD x 0.125"" Wall)</li><li>6 Foot Cut Length</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)</li><li>6061 Multi Purpose Structural Grade Alloy, T6 Temper</li></ul>","Hollow Hexes: 1-1/2"" OD, 1/4"" Wall",34.32,"<ul><li>1-1/2"" OD, 1/4"" Wall (1.50"" OD x 0.125"" Wall)</li><li>6 Foot Cut Length</li><li>Mill Finish</li><li>6061-T6</li></ul>",/9/1/9156.jpg
OA9167,"<ul><li>Aluminum Solid Hex Bar - 5mm (.197"")

</li><li>5mm OD (.197"")
</li><li>6 Foot Cut Length
</li><li>Mill Finish, Per MIL-A-8625F
</li><li>6061 Ultra-Corrosive Resistant Architectural Grade Alloy, T6 Temper</li></ul>",Hex Bar: 5 mm,1.97,"<ul><li>5mm (.197"")
</li><li>6 Foot Cut Length
</li><li>Mill Finish
</li><li>6061-T6</li></ul>",/9/1/9167_4.jpg
OA9168,"Solid Aluminum Hex Bar- 6mm (.236"")

</li><li>6mm OD (.236"")
</li><li>6 Foot Cut Length
</li><li>Mill Finish, Per MIL-A-8625F
</li><li>6061 Ultra-Corrosive Resistant Architectural Grade Alloy, T6 Temper",Hex Bar: 6 mm,2.78,"</li><li>6mm (.236"")
</li><li>6 Foot Cut Length
</li><li>Mill Finish
</li><li>6061-T6",/9/1/9168_1_5.jpg
OA9170,"Solid Aluminum Hex Bar - 8mm (.315"")

</li><li>8mm OD (.315"")
</li><li>6 Foot Cut Length
</li><li>Mill Finish, Per MIL-A-8625F
</li><li>6061 Ultra-Corrosive Resistant Architectural Grade Alloy, T6 Temper",Hex Bar: 8 mm,4.94,"</li><li>8mm (.315"")
</li><li>6 Foot Cut Length
</li><li>Mill Finish
</li><li>6061-T6",/9/1/9170_1_5.jpg
OA9171,"<ul><li>Solid Aluminum Hex Bar- 10mm (.394"")

</li><li>10mm OD (.394"")
</li><li>6 Foot Cut Length
</li><li>Mill Finish, Per MIL-A-8625F
</li><li>6061 Ultra-Corrosive Resistant Architectural Grade Alloy, T6 Temper</li></ul>",Hex Bar: 10 mm,7.73,"<ul><li>10mm (.394"")
</li><li>6 Foot Cut Length
</li><li>Mill Finish
</li><li>6061-T6</li></ul>",/9/1/9171_3.jpg
OA9172,"<ul><li>Aluminum Hex - 12mm (.472"")

</li><li>12mm OD (.472"")
</li><li>6 Foot Cut Length
</li><li>Mill Finish, Per MIL-A-8625F
</li><li>6061 Ultra-Corrosive Resistant Architectural Grade Alloy, T6 Temper</li></ul>",Hex Bar: 12 mm,11.14,"<ul><li>12mm (.472"")
</li><li>6 Foot Cut Length
</li><li>Mill Finish
</li><li>6061-T6</li></ul>",/9/1/9172_3.jpg
OA9173,"<ul><li>Solid Aluminum Hex Bar - 14mm (.551"")

</li><li>14mm OD (.551"")
</li><li>6 Foot Cut Length
</li><li>Mill Finish, Per MIL-A-8625F
</li><li>6061 Ultra-Corrosive Resistant Architectural Grade Alloy, T6 Temper</li></ul>",Hex Bar: 14 mm,15.17,"<ul><li>14mm (.551"")
</li><li>6 Foot Cut Length
</li><li>Mill Finish
</li><li>6061-T6</li></ul>",/9/1/9173_3.jpg
OA9174,"<ul><li>Solid Aluminum Hex Bar- 16mm (.630"")

</li><li>16mm OD (.630"")
</li><li>6 Foot Cut Length
</li><li>Mill Finish, Per MIL-A-8625F
</li><li>6061 Ultra-Corrosive Resistant Architectural Grade Alloy, T6 Temper</li></ul>",Hex Bar: 16 mm,19.82,"<ul><li>16mm (.630"")
</li><li>6 Foot Cut Length
</li><li>Mill Finish
</li><li>6061-T6</li></ul>",/9/1/9174_3.jpg
OA9175,"<ul><li>Solid Aluminum Hex Bar - 18mm (.709"")

</li><li>18mm OD (.709"")
</li><li>6 Foot Cut Length
</li><li>Mill Finish, Per MIL-A-8625F
</li><li>6061 Ultra-Corrosive Resistant Architectural Grade Alloy, T6 Temper</li></ul>",Hex Bar: 18 mm,25.06,"<ul><li>18mm (.709"")
</li><li>6 Foot Cut Length
</li><li>Mill Finish
</li><li>6061-T6</li></ul>",/9/1/9175_4.jpg
OA9176,"<ul><li>Solid Aluminum Hex Bar - 20mm (.787"")

</li><li>20mm OD (.787"")
</li><li>6 Foot Cut Length
</li><li>Mill Finish, Per MIL-A-8625F
</li><li>6061 Ultra-Corrosive Resistant Architectural Grade Alloy, T6 Temper</li></ul>",Hex Bar: 20 mm,30.91,"<ul><li>20mm (.787"")
</li><li>6 Foot Cut Length
</li><li>Mill Finish
</li><li>6061-T6</li></ul>",/9/1/9176_4.jpg
OA9177,"<ul><li>Solid Aluminum Hex Bar- 25mm (.984"")

</li><li>25mm OD (.984"")
</li><li>6 Foot Cut Length
</li><li>Mill Finish, Per MIL-A-8625F
</li><li>6061 Ultra-Corrosive Resistant Architectural Grade Alloy, T6 Temper</li></ul>",Hex Bar: 25 mm,48.34,"<ul><li>25mm (.984"")
</li><li>6 Foot Cut Length
</li><li>Mill Finish
</li><li>6061-T6</li></ul>",/9/1/9177_3.jpg
OA9178,"<ul><li>Solid Aluminum Hex Bar - 30mm (1.181"")

</li><li>30mm OD (1.181"")
</li><li>6 Foot Cut Length
</li><li>Mill Finish, Per MIL-A-8625F
</li><li>6061 Ultra-Corrosive Resistant Architectural Grade Alloy, T6 Temper</li></ul>",Hex Bar: 30 mm,69.6,"<ul><li>30mm (1.181"")
</li><li>6 Foot Cut Length
</li><li>Mill Finish
</li><li>6061-T6</li></ul>",/9/1/9178_3.jpg
OA9179,"Solid Aluminum Hex Bar - 1/8"" (.125"")

</li><li>1/8"" OD (.125"")
</li><li>6 Foot Cut Length
</li><li>Mill Finish, Per MIL-A-8625F
</li><li>6061 Ultra-Corrosive Resistant Architectural Grade Alloy, T6 Temper","Hex Bar: 1/8""",0.82,"</li><li>1/8"" (.125"")
</li><li>6 Foot Cut Length
</li><li>Mill Finish
</li><li>6061-T6",/9/1/9179_1_4.jpg
OA9180,"Aluminum Hex - 3/16"" (.188"")

</li><li>3/16"" OD (.188"")
</li><li>6 Foot Cut Length
</li><li>Mill Finish, Per MIL-A-8625F
</li><li>6061 Ultra-Corrosive Resistant Architectural Grade Alloy, T6 Temper","Hex Bar: 3/16""",1.78,"</li><li>3/16"" (.188"")
</li><li>6 Foot Cut Length
</li><li>Mill Finish
</li><li>6061-T6",/9/1/9180_1_4.jpg
OA9181,"Solid Aluminum Hex Bar - 1/4"" (.250"")

</li><li>1/4"" OD (.250"")
</li><li>6 Foot Cut Length
</li><li>Mill Finish, Per MIL-A-8625F
</li><li>6061 Ultra-Corrosive Resistant Architectural Grade Alloy, T6 Temper","Hex Bar: 1/4""",3.12,"</li><li>1/4"" (.250"")
</li><li>6 Foot Cut Length
</li><li>Mill Finish
</li><li>6061-T6",/9/1/9181_1_4.jpg
OA9182,"Solid Aluminum Hex Bar - 5/16"" (.313"")

</li><li>5/16"" OD (.313"")
</li><li>6 Foot Cut Length
</li><li>Mill Finish, Per MIL-A-8625F
</li><li>6061 Ultra-Corrosive Resistant Architectural Grade Alloy, T6 Temper","Hex Bar: 5/16""",4.9,"</li><li>5/16"" (.313"")
</li><li>6 Foot Cut Length
</li><li>Mill Finish
</li><li>6061-T6",/9/1/9182_1_5.jpg
OA9183,"Solid Aluminum Hex Bar - 3/8"" (.375"")

</li><li>3/8"" OD (.375"")
</li><li>6 Foot Cut Length
</li><li>Mill Finish, Per MIL-A-8625F
</li><li>6061 Ultra-Corrosive Resistant Architectural Grade Alloy, T6 Temper","Hex Bar: 3/8""",7.01,"</li><li>3/8"" (.375"")
</li><li>6 Foot Cut Length
</li><li>Mill Finish
</li><li>6061-T6",/9/1/9183_1_4.jpg
OA9184,"Solid Aluminum Hex Bar - 7/16"" (.438"")

</li><li>7/16"" OD (.438"")
</li><li>6 Foot Cut Length
</li><li>Mill Finish, Per MIL-A-8625F
</li><li>6061 Ultra-Corrosive Resistant Architectural Grade Alloy, T6 Temper","Hex Bar: 7/16""",9.55,"</li><li>7/16"" (.438"")
</li><li>6 Foot Cut Length
</li><li>Mill Finish
</li><li>6061-T6",/9/1/9184_1_5.jpg
OA9185,"Solid Aluminum Hex Bar - 1/2"" (.500"")

</li><li>1/2"" OD (.500"")
</li><li>6 Foot Cut Length
</li><li>Mill Finish, Per MIL-A-8625F
</li><li>6061 Ultra-Corrosive Resistant Architectural Grade Alloy, T6 Temper","Hex Bar: 1/2""",12.48,"</li><li>1/2"" (.500"")
</li><li>6 Foot Cut Length
</li><li>Mill Finish
</li><li>6061-T6",/9/1/9185_1_4.jpg
OA9186,"Solid Aluminum Hex Bar - 9/16"" (.563"")

</li><li>9/16"" OD (.563"")
</li><li>6 Foot Cut Length
</li><li>Mill Finish, Per MIL-A-8625F
</li><li>6061 Ultra-Corrosive Resistant Architectural Grade Alloy, T6 Temper","Hex Bar: 9/16""",15.79,"</li><li>9/16"" (.563"")
</li><li>6 Foot Cut Length
</li><li>Mill Finish
</li><li>6061-T6",/9/1/9186_1_5.jpg
OA9187,"Solid Aluminum Hex Bar - 5/8"" (.625"")

</li><li>5/8"" OD (.625"")
</li><li>6 Foot Cut Length
</li><li>Mill Finish, Per MIL-A-8625F
</li><li>6061 Ultra-Corrosive Resistant Architectural Grade Alloy, T6 Temper","Hex Bar: 5/8""",19.49,"</li><li>5/8"" (.625"")
</li><li>6 Foot Cut Length
</li><li>Mill Finish
</li><li>6061-T6",/9/1/9187_1_5.jpg
OA9188,"Solid Aluminum Hex Bar - 11/16"" (.688"")

</li><li>11/16"" OD (.688"")
</li><li>6 Foot Cut Length
</li><li>Mill Finish, Per MIL-A-8625F
</li><li>6061 Ultra-Corrosive Resistant Architectural Grade Alloy, T6 Temper","Hex Bar: 11/16""",23.57,"</li><li>11/16"" (.688"")
</li><li>6 Foot Cut Length
</li><li>Mill Finish
</li><li>6061-T6",/9/1/9188_1_4.jpg
OA9189,"Solid Aluminum Hex Bar - 3/4"" (.750"")

</li><li>3/4"" OD (.750"")
</li><li>6 Foot Cut Length
</li><li>Mill Finish, Per MIL-A-8625F
</li><li>6061 Ultra-Corrosive Resistant Architectural Grade Alloy, T6 Temper","Hex Bar: 3/4""",28.03,"</li><li>3/4"" (.750"")
</li><li>6 Foot Cut Length
</li><li>Mill Finish
</li><li>6061-T6",/9/1/9189_1_4.jpg
OA9191,"Solid Aluminum Hex Bar - 1"" (1.00"")

</li><li>1"" OD (1.00"")
</li><li>6 Foot Cut Length
</li><li>Mill Finish, Per MIL-A-8625F
</li><li>6061 Ultra-Corrosive Resistant Architectural Grade Alloy, T6 Temper","Hex Bar: 1""",49.87,"</li><li>1"" (1.00"")
</li><li>6 Foot Cut Length
</li><li>Mill Finish
</li><li>6061-T6",/9/1/9191_1_4.jpg
OA6030,"Mill Finish Aluminum 5/8"" Wide x 1/2"" High T Section

</li><li>5/8"" W x 1/2"" H x 1/20"" Wall (.625"" x .500"" x .050"")
</li><li>8 Foot Cut Length
</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)
</li><li>6061 Multi Purpose Structural Grade Alloy, T6 Temper","T Section: 5/8"" x 1/2"" x 1/20""",4.98,"</li><li>5/8"" W x 1/2"" H x 1/20"" Wall (.625"" x .500"" x .050"")
</li><li>8 Foot Cut Length
</li><li>Mill Finish
</li><li>6061-T6",/6/0/6030.jpg
OA2163,"Mill Finish Aluminum 1-1/4"" Wide x 3/4"" High T Section

</li><li>1-1/4"" W x 1"" H x 1/16"" Wall (1.250"" x .750"" x .062"")
</li><li>8 Foot Cut Length
</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)
</li><li>6061 Multi Purpose Structural Grade Alloy, T6 Temper","T Section: 1-1/4"" x 3/4"" x 1/16""",7.44,"</li><li>1-1/4"" W x 1"" H x 1/16"" Wall (1.250"" x .750"" x .062"")
</li><li>8 Foot Cut Length
</li><li>Mill Finish
</li><li>6061-T6",/2/1/2163.jpg
OA1573,"Mill Finish Aluminum 1-1/4"" Wide x 1"" High T Section

</li><li>1-1/4"" W x 1"" H x 1/16"" Wall (1.250"" x 1.000"" x .062"")
</li><li>8 Foot Cut Length
</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)
</li><li>6061 Multi Purpose Structural Grade Alloy, T6 Temper","T Section: 1-1/4"" x 1"" x 1/16""",7.22,"</li><li>1-1/4"" W x 1"" H x 1/16"" Wall (1.250"" x 1.000"" x .062"")
</li><li>8 Foot Cut Length
</li><li>Mill Finish
</li><li>6061-T6",/1/5/1573.jpg
OA3159,"Mill Finish Aluminum 1-1/2"" Wide x 3/4"" High T Section

</li><li>1-1/2"" W x 3/4"" H x 1/8"" Wall (1.500"" x .750"" x .125"")
</li><li>8 Foot Cut Length
</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)
</li><li>6061 Multi Purpose Structural Grade Alloy, T6 Temper","T Section: 1-1/2"" x 3/4"" x 1/8""",15.69,"</li><li>1-1/2"" W x 3/4"" H x 1/8"" Wall (1.500"" x .750"" x .125"")
</li><li>8 Foot Cut Length
</li><li>Mill Finish
</li><li>6061-T6",/3/1/3159.jpg
OA1221,"<ul><li>1-1/2"" W x 1"" H x 1/20"" Wall (1.50"" W x 1.00"" H x 0.050"" Wall)</li><li>8 Foot Cut Length</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)</li><li>6061 Multi Purpose Structural Grade Alloy, T6 Temper</li></ul>","T Section: 1-1/2"" x 1"" x 1/20""",8.41,"<ul><li>1-1/2"" W x 1"" H x 1/20"" Wall (1.50"" W x 1.00"" H x 0.050"" Wall)</li><li>8 Foot Cut Length</li><li>Mill Finish</li><li>6061-T6</li></ul>",/1/2/1221.jpg
OA1356,"Mill Finish Aluminum 1-1/2"" Wide x 1-1/2"" High T Section

</li><li>1-1/2"" W x 1-1/2"" H x  3/16"" Wall (1.500"" x 1.500"" x .1875"")
</li><li>8 Foot Cut Length
</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)
</li><li>6061 Multi Purpose Structural Grade Alloy, T6 Temper","T Section: 1-1/2"" x 1-1/2"" x 3/16""",27.22,"</li><li>1-1/2"" W x 1-1/2"" H x  3/16""Wall (1.500"" x 1.500"" x .1875"")
</li><li>8 Foot Cut Length
</li><li>Mill Finish
</li><li>6061-T6",/1/3/1356.jpg
OA1481,"Mill Finish Aluminum 2"" Wide x 1"" High T Section

</li><li>2"" W x 1"" H x 1/8"" Wall (2.000"" x 1.000"" x .125"")
</li><li>8 Foot Cut Length
</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)
</li><li>6061 Multi Purpose Structural Grade Alloy, T6 Temper","T Section: 2"" x 1"" x 1/8""",24.48,"</li><li>2"" W x 1"" H x 1/8"" Wall (2.000"" x 1.000"" x .125"")
</li><li>8 Foot Cut Length
</li><li>Mill Finish
</li><li>6061-T6",/1/4/1481.jpg
OA7108,"Mill Finish Aluminum Tee 2"" Wide x 1-1/4"" High T Section

</li><li>2"" W x 1-1/4"" H x 1/8"" Wall (2.000"" x 1.250"" x .125"")
</li><li>8 Foot Cut Length
</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)
</li><li>6061 Multi Purpose Structural Grade Alloy, T6 Temper","T Section: 1"" x 1-1/4"" x 1/8""",27.68,"</li><li>2"" W x 1-1/4"" H x 1/8"" Wall (2.000"" x 1.250"" x .125"")
</li><li>8 Foot Cut Length
</li><li>Mill Finish
</li><li>6061-T6",/7/1/7108.jpg
OA9158,"<ul><li>1-1/4"" W x 1"" H x 1/16"" Wall (1.25"" W x 1.00"" H x 0.063"" Wall)</li><li>8 Foot Cut Length</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)</li><li>6061 Multi Purpose Structural Grade Alloy, T6 Temper</li></ul>","T Section : 1-1/4"" x 1"" x 1/16"" ",10.43,"<ul><li>1-1/4"" W x 1"" H x 1/16"" Wall (1.25"" W x 1.00"" H x 0.063"" Wall)</li><li>8 Foot Cut Length</li><li>Mill Finish</li><li>6061-T6</li></ul>",/9/1/9158.jpg
OA9159,"<ul><li>1/2"" W x 1/4"" H x 1/8"" Wall (0.50"" W x 0.25"" H x 0.125"" Wall)</li><li>8 Foot Cut Length</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)</li><li>6061 Multi Purpose Structural Grade Alloy, T6 Temper</li></ul>","T Section : 1/2"" x 1/4"" x 1/8""",6.02,"<ul><li>1/2"" W x 1/4"" H x 1/8"" Wall (0.50"" W x 0.25"" H x 0.125"" Wall)</li><li>8 Foot Cut Length</li><li>Mill Finish</li><li>6061-T6</li></ul>",/9/1/9159.jpg
OA9160,"<ul><li>1"" W x 1/2"" H x 1/8"" Wall (1.00"" W x 0.50"" H x 0.125"" Wall)</li><li>8 Foot Cut Length</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)</li><li>6061 Multi Purpose Structural Grade Alloy, T6 Temper</li></ul>","T Section : 1"" x 1/2"" x 1/8"" ",13.18,"<ul><li>1"" W x 1/2"" H x 1/8"" Wall (1.00"" W x 0.50"" H x 0.125"" Wall)</li><li>8 Foot Cut Length</li><li>Mill Finish</li><li>6061-T6</li></ul>",/9/1/9160.jpg
OA9161,"<ul><li>1"" W x 1"" H x 1/8"" Wall (1.00 W x 1.00"" H x 0.125"" Wall)</li><li>8 Foot Cut Length</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)</li><li>6061 Multi Purpose Structural Grade Alloy, T6 Temper</li></ul>","T Section : 1"" x 1"" x 1/8"" ",17.98,"<ul><li>1"" W x 1"" H x 1/8"" Wall (1.00 W x 1.00"" H x 0.125"" Wall)</li><li>8 Foot Cut Length</li><li>Mill Finish</li><li>6061-T6</li></ul>",/9/1/9161.jpg
OA9162,"<ul><li>2"" W x 1-1/2"" H x 1/8"" Wall (2.00"" W x 1.50"" H x 0.125"" Wall)</li><li>8 Foot Cut Length</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)</li><li>6061 Multi Purpose Structural Grade Alloy, T6 Temper</li></ul>","T Section : 2"" x 1-1/2"" x 1/8"" ",32.38,"<ul><li>2"" W x 1-1/2"" H x 1/8"" Wall (2.00"" W x 1.50"" H x 0.125"" Wall)</li><li>8 Foot Cut Length</li><li>Mill Finish</li><li>6061-T6</li></ul>",/9/1/9162_1.jpg
OA9164,"<ul><li>1"" W x 1"" H x 3/16"" Wall (1.00"" W x 1.00"" H x 0.188"" Wall)</li><li>8 Foot Cut Length</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)</li><li>6061 Multi Purpose Structural Grade Alloy, T6 Temper</li></ul>","T Section : 1"" x 1"" x 3/16"" ",26.18,"<ul><li>1"" W x 1"" H x 3/16"" Wall (1.00"" W x 1.00"" H x 0.188"" Wall)</li><li>8 Foot Cut Length</li><li>Mill Finish</li><li>6061-T6</li></ul>",/9/1/9164.jpg
OA9165,"<ul><li>2"" W x 1-1/2"" H x 3/16"" Wall (2.00"" W x 1.50"" H x 0.188"" Wall)</li><li>8 Foot Cut Length</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)</li><li>6061 Multi Purpose Structural Grade Alloy, T6 Temper</li></ul>","T Section : 2"" x 1"" x 3/16"" ",40.64,"<ul><li>2"" W x 1-1/2"" H x 3/16"" Wall (2.00"" W x 1.50"" H x 0.188"" Wall)</li><li>8 Foot Cut Length</li><li>Mill Finish</li><li>6061-T6</li></ul>",/9/1/9165.jpg
OA9166,"<ul><li>3"" W x 1-1/2"" H x 3/16"" Wall (3.00"" W x 1.50"" H x 0.188"" Wall)</li><li>8 Foot Cut Length</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)</li><li>6061 Multi Purpose Structural Grade Alloy, T6 Temper</li></ul>","T Section : 3"" x 1-1/2"" x 3/16"" Wall",62.27,"<ul><li>3"" W x 1-1/2"" H x 3/16"" Wall (3.00"" W x 1.50"" H x 0.188"" Wall)</li><li>8 Foot Cut Length</li><li>Mill Finish</li><li>6061-T6</li></ul>",/9/1/9166.jpg
OA7327,"Aluminum Trim H Connector to fit 1/2"" Material

</li><li>1/2"" W x 1-1/2"" H x 3/32"" Wall (.500"" x 1.500"" x .094"")
</li><li>6 Foot Cut Length
</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)
</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper","H Sections - Fits 1/2""",17.72,"</li><li>1/2"" W x 1-1/2"" H x 3/32"" Wall (.500"" x 1.500"" x .094"")
</li><li>6 Foot Cut Length
</li><li>Mill Finish
</li><li>6063-T5",/7/3/7327_2.jpg
OA4568,"Aluminum Trim H Connector to fit 1/2"" Material

</li><li>1/2"" W x 2-3/8"" H x 1/4"" Wall (.500"" x 2.375"" x .250"")
</li><li>6 Foot Cut Length
</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)
</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper","H Sections - Fits 1/2""",52.03,"</li><li>1/2"" W x 2-3/8"" H x 1/4"" Wall (.500"" x 2.375"" x .250"")
</li><li>6 Foot Cut Length
</li><li>Mill Finish
</li><li>6063-T5",/4/5/4568_2.jpg
OA5460,"Aluminum Trim H Connector to fit 19/32"" Material

</li><li>19/32"" W x 1-1/16"" H x 1/20"" Wall (.600"" x 1.060"" x .050"")
</li><li>6 Foot Cut Length
</li><li>Mill Finish, Per American Society for Testing and Materials (ASTM)
</li><li>6063 Ultra-Corrosive Resistant Architectural Grade Alloy, T5 Temper","H Sections - Fits 19/32""",7.31,"</li><li>19/32"" W x 1-1/16"" H x 1/20"" Wall (.600"" x 1.060"" x .050"")
</li><li>6 Foot Cut Length
</li><li>Mill Finish
</li><li>6063-T5",/5/4/5460_2.jpg
